ORDER_ID,USER_ID,PRODUCT_ID,BRAND_ID,UNIT_PRICE,QUANTITY,DATE,STORE_ID
32246273,15087443,236670,2965,12.99,1,2020-07-14 17:30:43.000,3459
32151333,15886379,222897,4705,19.99,2,2020-07-10 10:27:57.000,2219
32559373,15725385,239515,3229,9.99,1,2020-07-29 18:55:05.000,10032
32537658,14581362,208934,5355,37.99,1,2020-07-28 13:29:29.000,2194
32003873,15853705,204234,2785,12.99,1,2020-07-02 19:56:57.000,9670
32524528,14469097,206852,4371,29.99,1,2020-07-27 18:09:11.000,3391
32314448,15919339,202871,2473,46.99,1,2020-07-17 18:10:35.000,6715
32190218,14658514,208242,2056,13.99,1,2020-07-11 15:44:42.000,9471
32318488,15920017,202740,2386,8.99,1,2020-07-17 19:12:39.000,2162
32190723,14098355,204893,3552,11.99,1,2020-07-11 15:56:05.000,8872
32243748,15327673,207008,4561,9.98,2,2020-07-14 15:20:37.000,9646
32155878,13908756,204370,3232,1.88,2,2020-07-10 13:15:30.000,8470
32084168,15373243,206521,10652,15.99,1,2020-07-06 14:12:58.000,7437
32001348,15721082,204371,3232,2.99,1,2020-07-02 15:33:41.000,7270
32041748,13988217,207364,3007,20.99,1,2020-07-04 10:26:32.000,7707
32145273,15691016,204284,3188,48.88,1,2020-07-09 16:35:06.000,9018
31997813,15457331,205250,3785,25.00,1,2020-07-02 15:32:48.000,8941
32024578,14672433,302694,3039,18.99,2,2020-07-03 16:35:09.000,8318
32278088,14131368,286251,14755,31.99,1,2020-07-16 13:15:41.000,6005
32024578,14672433,260347,2639,69.99,1,2020-07-03 16:35:09.000,9781
32228598,15595405,211693,3996,14.99,1,2020-07-13 15:52:56.000,10654
32156888,10198232,225451,2677,249.99,3,2020-07-10 15:51:02.000,2129
32176583,15142737,206842,4538,2.69,1,2020-07-10 20:52:02.000,2290
32064473,15774138,202324,2171,30.99,1,2020-07-04 20:17:55.000,3465
32160928,14758843,203277,2642,26.99,1,2020-07-10 16:26:26.000,2133
32203348,14863132,259868,11596,24.49,1,2020-07-11 20:29:04.000,5188
32012963,14945551,206919,4565,29.99,1,2020-07-03 13:32:25.000,6730
32155373,14631133,203933,3007,17.99,1,2020-07-10 14:03:36.000,6307
32048818,14959794,203809,2966,13.74,1,2020-07-04 14:33:19.000,7545
32330608,13617822,237916,22462,14.99,2,2020-07-18 11:26:55.000,2245
32181633,15066721,230952,3933,16.89,1,2020-07-10 21:53:02.000,8299
32086188,14333208,222897,4705,13.98,1,2020-07-06 17:24:35.000,4614
32439183,14973865,232973,2472,14.49,1,2020-07-24 18:13:41.000,6067
32458373,14421482,203293,2652,43.99,1,2020-07-24 15:49:49.000,4904
32171533,14630735,204522,3323,16.98,2,2020-07-11 14:30:53.000,5740
32165473,15871530,230045,4445,11.99,1,2020-07-10 17:46:09.000,4510
32190723,14098355,206842,4538,1.00,1,2020-07-11 15:56:05.000,8872
32167998,14767841,204368,3232,1.99,1,2020-07-10 18:02:05.000,7879
31995793,15069767,206307,4325,13.09,2,2020-07-02 16:49:36.000,9778
32120528,15295874,207149,4669,33.67,1,2020-07-08 16:34:47.000,8654
32113458,15231528,219871,8628,10.31,2,2020-07-08 12:19:26.000,8673
32077098,14792615,203202,10079,7.99,2,2020-07-06 14:09:15.000,5415
32021548,14494178,207158,4674,29.99,1,2020-07-03 13:41:25.000,2245
32496753,15836527,207818,4913,46.99,1,2020-07-25 21:40:16.000,9915
31963978,15324844,204473,12181,8.99,1,2020-07-01 13:20:49.000,6630
32125578,15843259,204285,3188,44.99,1,2020-07-08 19:53:52.000,10452
32125073,13804604,203374,2706,18.99,1,2020-07-08 19:35:26.000,3494
32449788,14442766,204243,3160,6.99,1,2020-07-24 14:32:44.000,5486
32383633,15139770,260996,4351,13.99,1,2020-07-20 20:32:26.000,8765
32272028,14033008,214945,9443,8.89,1,2020-07-15 20:42:06.000,5496
32243748,15327673,213916,2542,8.98,2,2020-07-14 15:20:37.000,9646
32428073,15119401,218164,6239,8.81,6,2020-07-23 16:14:45.000,8491
32413933,13863195,308437,24307,20.49,1,2020-07-22 20:00:32.000,9364
32481603,15877823,295636,20846,12.62,1,2020-07-25 14:29:02.000,8476
32020033,15757240,219853,6910,6.99,1,2020-07-03 15:10:51.000,3406
32181128,15806373,202092,2050,3.29,1,2020-07-10 20:48:55.000,10217
32051343,15650312,210694,5973,7.99,2,2020-07-04 12:58:24.000,9488
32181128,15806373,204274,3039,13.99,1,2020-07-10 20:48:55.000,10217
32336163,14022978,207003,4595,15.99,1,2020-07-18 14:52:18.000,9621
32124568,15171041,208341,5123,11.58,1,2020-07-08 16:28:35.000,2150
32275058,15308526,204178,3139,7.99,1,2020-07-15 21:01:20.000,7851
32504328,15280283,209565,3273,9.89,2,2020-07-26 15:11:41.000,9344
32395248,15465670,207158,4674,44.99,1,2020-07-21 17:15:57.000,8240
32467463,15697144,204124,3114,8.99,2,2020-07-24 18:19:38.000,9587
32426558,15943535,204821,3508,13.99,1,2020-07-23 15:12:52.000,7644
32512913,10165289,204336,3212,39.99,1,2020-07-26 19:16:17.000,9605
32347273,10148771,214516,6091,9.49,1,2020-07-18 20:00:38.000,2088
32345758,14149859,259868,11596,18.99,2,2020-07-18 18:54:10.000,6976
31972058,15187776,285275,3518,15.99,2,2020-07-01 14:41:14.000,9699
32419993,15087603,204821,3508,12.49,1,2020-07-22 18:52:43.000,7440
32008923,14847088,204920,3559,11.00,1,2020-07-02 21:13:44.000,6830
32557858,14936711,205363,3850,15.74,1,2020-07-29 16:43:46.000,9092
32010438,15653399,205635,3995,22.99,1,2020-07-02 19:43:56.000,8194
32545738,13903861,204370,3232,2.49,1,2020-07-28 18:19:03.000,6099
32460393,15128234,225123,4582,21.99,1,2020-07-24 18:46:15.000,4682
32428578,15943882,216882,3606,94.99,1,2020-07-24 12:21:26.000,8195
32450293,14117711,205776,4066,11.87,1,2020-07-24 14:48:20.000,6345
32516448,15431135,214817,7278,20.51,1,2020-07-27 13:05:46.000,8232
32523013,14962343,287778,10555,12.00,2,2020-07-27 16:22:14.000,8941
32435143,15243023,259868,11596,17.99,1,2020-07-23 19:00:51.000,5550
32530083,14793221,206648,4481,17.49,4,2020-07-28 12:40:33.000,8193
32340708,15028791,202345,2185,17.99,1,2020-07-18 17:03:42.000,5299
32562908,15970602,202739,2385,26.99,1,2020-07-29 20:27:12.000,7994
32517963,14866475,206919,4565,29.99,1,2020-07-27 15:06:02.000,5075
32510388,13786387,203896,2990,8.99,2,2020-07-26 19:17:12.000,6063
32127093,15007432,203161,2591,12.49,2,2020-07-08 19:03:52.000,4904
32469988,15951070,212561,3989,24.99,2,2020-07-24 18:27:28.000,6592
32470998,14865614,259868,11596,21.99,1,2020-07-24 18:41:56.000,7686
32491703,15252731,203141,2587,26.99,1,2020-07-25 19:51:15.000,4523
32545738,13903861,204771,3482,2.89,1,2020-07-28 18:19:03.000,6099
32434638,15461446,209378,4358,39.99,1,2020-07-23 17:32:13.000,2168
32522508,14452231,302694,3039,17.99,1,2020-07-27 16:12:11.000,9728
32378583,15453161,203933,3007,17.99,1,2020-07-20 19:43:53.000,5599
32396763,15023554,292292,7258,10.49,1,2020-07-21 19:29:02.000,3332
32340708,15028791,202026,2023,12.99,1,2020-07-18 17:03:42.000,5299
32243748,15327673,204625,2025,18.99,1,2020-07-14 15:20:37.000,9646
32260413,15909393,204821,3508,14.99,3,2020-07-15 13:13:35.000,8392
32053868,14142859,259018,11596,15.39,1,2020-07-04 17:02:29.000,4783
32223043,15861929,205714,4035,5.99,2,2020-07-12 21:16:27.000,7178
32113963,13840617,294033,11665,10.69,4,2020-07-11 18:34:10.000,2130
31983168,14820191,295672,4497,18.87,1,2020-07-01 18:48:34.000,7696
32121538,15375334,222897,4705,12.99,1,2020-07-08 18:32:19.000,4803
32076088,14922527,204905,3557,31.99,1,2020-07-05 18:56:35.000,5531
32053363,15769559,204067,3084,55.99,1,2020-07-04 17:06:03.000,6535
32336668,13889389,206731,4497,9.99,1,2020-07-18 18:04:15.000,5422
32002358,15038278,204821,3508,18.99,1,2020-07-02 18:49:25.000,4512
32011953,15202813,216981,7883,3.99,1,2020-07-02 21:44:44.000,8123
32432618,14656287,288392,4629,5.99,2,2020-07-23 15:49:36.000,6009
32334143,15136093,229889,5168,19.99,1,2020-07-18 13:03:33.000,8295
32390703,14961905,263645,3007,23.95,2,2020-07-21 16:25:41.000,7584
32491198,15823732,304365,23486,16.99,1,2020-07-25 17:21:10.000,4559
32088208,15618606,205921,4150,7.99,2,2020-07-06 16:11:51.000,8410
32160928,14758843,211878,23560,15.99,1,2020-07-10 16:26:26.000,2133
32293743,13861887,203079,2572,32.99,1,2020-07-16 20:27:33.000,3470
32175573,14706931,211916,6414,1.79,1,2020-07-10 19:36:46.000,5657
32037708,15860331,284894,14834,1.88,2,2020-07-03 19:16:15.000,8661
32263948,15743268,203665,2894,13.99,4,2020-07-15 16:40:42.000,10384
32433628,14801491,208195,5056,18.92,1,2020-07-23 17:14:03.000,8623
32322023,15412913,208587,10870,1.79,2,2020-07-17 20:44:00.000,8811
32377068,15705425,225300,4674,2.50,5,2020-07-20 17:55:52.000,7961
32330608,13617822,259020,11665,20.99,2,2020-07-18 11:26:55.000,2245
32307883,15413670,202324,2171,12.99,1,2020-07-17 17:02:59.000,5066
32255868,10120974,205027,3232,2.50,1,2020-07-14 22:22:55.000,2049
32325558,14989647,214345,4610,21.99,3,2020-07-17 19:55:08.000,2078
32192238,14959264,259150,12053,22.99,2,2020-07-11 17:08:27.000,7010
31968523,15649525,259868,11596,19.95,1,2020-07-01 15:07:23.000,7874
32195268,15705516,206390,4369,27.99,1,2020-07-11 17:05:49.000,3332
32050838,14314257,209055,5396,19.99,1,2020-07-04 16:07:37.000,5503
32430598,15629437,220155,4398,21.59,1,2020-07-23 16:14:23.000,4689
32322023,15412913,259868,11596,16.99,1,2020-07-17 20:44:00.000,8811
32429588,15279119,263079,5688,12.95,1,2020-07-23 16:36:55.000,6987
32297783,15238126,204067,3084,39.00,1,2020-07-17 09:26:14.000,7291
32104873,14950720,202113,2056,25.99,1,2020-07-07 17:53:18.000,7401
32196278,15751582,207498,3032,14.99,1,2020-07-11 17:47:16.000,2274
32341718,15133028,222156,4010,15.89,1,2020-07-18 18:08:49.000,8939
32310408,15757167,205039,3634,19.99,2,2020-07-17 17:37:37.000,5486
32125578,15843259,215382,7403,14.00,2,2020-07-08 20:05:47.000,10207
32377068,15705425,202113,2056,17.99,1,2020-07-20 17:55:52.000,7961
32214963,14808980,219364,9443,9.99,1,2020-07-12 16:52:56.000,9915
32370503,15444241,204821,3508,7.79,1,2020-07-20 12:23:28.000,2324
32209913,15898687,207230,4707,13.99,2,2020-07-12 11:48:09.000,2212
31997308,15155575,202929,2497,13.49,4,2020-07-02 16:58:44.000,8527
32415448,15564789,202324,2171,38.99,1,2020-07-22 16:24:52.000,8099
32255363,15286721,223462,2365,6.99,1,2020-07-15 15:59:42.000,6134
32290208,12475876,287050,21969,37.95,1,2020-07-16 19:14:37.000,7584
32346768,14538700,216981,7883,0.88,1,2020-07-18 18:52:56.000,8497
32355858,14626534,296314,13211,10.99,2,2020-07-19 13:32:35.000,7644
32317983,13661514,259868,11596,17.99,1,2020-07-17 20:04:42.000,5550
32065483,15767437,211693,3996,12.99,1,2020-07-04 19:35:56.000,5570
32432113,15687416,226453,4302,8.49,1,2020-07-23 17:35:53.000,7737
32249303,15276267,202930,2498,22.99,2,2020-07-14 18:39:11.000,7644
32252838,15862541,203161,2591,13.39,1,2020-07-14 20:13:17.000,4783
32235163,14476413,203374,2706,15.99,2,2020-07-13 18:40:47.000,7173
32173553,15157419,266050,8804,2.31,1,2020-07-10 18:52:01.000,8693
32173553,15157419,210018,4497,14.73,1,2020-07-10 18:52:01.000,8693
32359393,15659597,206704,4497,29.99,1,2020-07-19 13:23:19.000,3443
32381613,13957745,202113,2056,21.27,1,2020-07-20 20:49:50.000,2140
32479078,15556738,291711,11728,10.99,1,2020-07-25 14:06:50.000,7362
32213448,15550587,209139,5425,34.99,1,2020-07-12 15:27:25.000,4524
32495238,15796798,221831,8934,31.57,1,2020-07-27 12:38:49.000,8494
32491703,15252731,216981,7883,1.99,1,2020-07-25 19:51:15.000,4523
31979128,14493372,222897,4705,14.99,3,2020-07-01 20:00:02.000,7876
32286673,15182971,202740,2386,11.99,1,2020-07-16 17:43:34.000,9231
32370503,15444241,204821,3508,22.49,1,2020-07-20 12:23:28.000,2324
32535133,15245170,205392,3865,12.59,1,2020-07-28 13:15:00.000,9051
31965998,14006822,205637,3995,17.59,1,2020-07-01 13:23:59.000,7545
32463928,14467646,229187,2963,9.99,2,2020-07-24 19:44:59.000,5101
32265968,13974415,203926,3007,15.97,1,2020-07-15 18:13:37.000,5416
32476553,15359607,203825,2436,24.99,1,2020-07-25 12:24:48.000,9896
32162948,15217722,205562,3964,21.99,1,2020-07-10 17:55:40.000,3406
32407873,14936681,205866,4116,19.99,1,2020-07-22 15:50:49.000,5299
32087198,15203391,205337,3834,34.99,1,2020-07-06 14:30:53.000,7204
32146283,14212323,204782,3482,2.99,1,2020-07-09 19:51:29.000,3332
32390198,14914375,214191,12628,6.99,1,2020-07-21 15:06:55.000,5797
32135173,15883171,205250,3785,33.99,1,2020-07-09 15:05:18.000,2097
31965998,14006822,205638,3995,23.09,4,2020-07-01 13:23:59.000,7545
32376563,14564584,202739,2385,24.99,1,2020-07-21 13:14:23.000,7751
32281118,15771588,205647,4002,15.69,1,2020-07-16 15:53:54.000,9450
32244758,12470433,207231,4705,15.99,4,2020-07-14 16:27:56.000,4901
32253343,15906808,261907,7076,4.99,7,2020-07-14 17:33:19.000,9540
32557353,15433610,208587,10870,2.99,1,2020-07-29 17:32:35.000,6192
32009933,13930572,206919,4565,34.99,1,2020-07-02 22:17:16.000,7345
31973573,13766015,203473,2778,19.99,1,2020-07-01 18:19:33.000,3406
32491703,15252731,205055,3637,3.99,1,2020-07-25 19:51:15.000,4523
32499783,15957786,207008,4561,11.99,1,2020-07-26 15:26:20.000,5552
32548768,14432466,202596,2304,49.99,1,2020-07-29 12:14:50.000,2273
32436153,10154843,210966,3018,12.99,4,2020-07-23 19:54:01.000,2115
32427063,15329335,206919,4565,30.99,1,2020-07-23 15:00:08.000,5496
32407873,14936681,206478,4398,27.99,1,2020-07-22 15:50:49.000,5299
32428073,15119401,203824,2436,15.25,1,2020-07-23 16:14:45.000,8491
32527053,15821008,202324,2171,29.69,1,2020-07-27 19:14:50.000,6527
32462413,15847875,260414,3552,23.99,1,2020-07-24 19:03:14.000,3371
32258393,15390520,218192,7083,15.74,3,2020-07-15 16:19:42.000,9622
32346768,14538700,209391,4464,9.78,1,2020-07-18 18:52:56.000,8497
32152343,14692119,306992,3928,9.99,1,2020-07-10 11:49:29.000,10234
32539173,15404509,203160,2591,15.99,1,2020-07-28 17:50:51.000,2151
32504328,15280283,204361,3227,40.69,1,2020-07-26 15:11:41.000,9344
32515438,14940077,205133,3704,9.99,1,2020-07-27 11:32:03.000,2210
32560888,15715787,205250,3785,33.99,1,2020-07-29 17:54:51.000,10056
32564423,14697136,207158,4674,3.29,3,2020-07-29 19:22:02.000,7821
32426053,15169509,203141,2587,16.73,1,2020-07-23 14:14:10.000,8350
32466958,14327674,259868,11596,18.79,1,2020-07-24 18:51:23.000,9729
32542708,15018798,204993,3606,39.00,1,2020-07-28 17:22:29.000,8941
32027103,14571519,259868,11596,42.99,1,2020-07-03 17:18:21.000,9603
32538668,15150365,204821,3508,9.99,1,2020-07-28 16:31:21.000,5011
32030638,13699781,206913,4561,16.87,1,2020-07-03 19:41:48.000,8429
32327073,15909457,203783,2961,33.99,1,2020-07-18 14:27:46.000,9950
32091743,15534984,203825,2436,26.99,1,2020-07-06 19:43:46.000,6063
32076593,15105171,212847,3611,12.99,2,2020-07-05 17:13:42.000,8194
32089723,15487428,205776,4066,14.99,1,2020-07-06 19:54:59.000,2133
32490188,13694285,220205,2968,10.49,1,2020-07-25 17:59:43.000,2088
32553818,15649995,205783,4070,9.99,1,2020-07-29 17:13:40.000,2204
32553818,15649995,219474,2231,6.99,2,2020-07-29 17:13:40.000,2204
32447768,15432972,204272,3039,12.99,1,2020-07-24 13:57:21.000,4501
32549778,15371804,206365,4351,10.99,3,2020-07-29 11:16:37.000,8221
32026093,13820121,204181,3139,9.49,2,2020-07-03 17:27:41.000,4489
32482108,14178314,257318,11436,14.99,1,2020-07-25 16:15:46.000,6303
32410398,14059192,222744,3482,1.49,1,2020-07-22 16:14:26.000,9471
32197793,15252721,204368,3232,1.99,5,2020-07-11 17:21:40.000,10830
32397268,15903157,203161,2591,11.99,1,2020-07-24 13:13:49.000,9795
32268998,15552096,222555,19269,6.99,1,2020-07-17 11:47:13.000,7363
32410903,15940231,305878,13211,10.99,4,2020-07-22 17:31:36.000,5496
32348283,13639391,205776,4066,14.99,1,2020-07-18 20:46:44.000,4930
32255363,15286721,272270,15055,9.99,1,2020-07-15 15:59:42.000,6134
32323033,14569804,203021,3605,11.99,1,2020-07-17 20:30:33.000,7401
32341213,15557340,204897,3554,9.99,1,2020-07-18 17:46:16.000,5749
32282633,12488401,204272,3039,10.99,1,2020-07-16 14:51:13.000,8763
32268998,15552096,204912,3559,12.99,1,2020-07-17 11:47:13.000,7363
32040233,15861042,205189,3744,14.99,1,2020-07-03 22:02:18.000,8987
32311923,15382169,204821,3508,15.87,2,2020-07-17 17:37:59.000,8486
32268998,15552096,205055,3637,3.99,1,2020-07-17 11:47:13.000,7363
32250313,15579459,207253,4721,23.74,1,2020-07-14 18:50:16.000,9280
32248798,15214795,202830,2446,12.99,1,2020-07-14 18:19:02.000,7115
32249303,15276267,222897,4705,15.99,2,2020-07-14 18:39:11.000,7644
32268998,15552096,301661,3257,5.99,2,2020-07-17 11:47:13.000,7363
32236678,15904216,251116,7993,124.99,1,2020-07-13 20:27:02.000,2259
32266978,14811832,207233,4705,14.99,1,2020-07-15 16:59:48.000,3332
32209913,15898687,203374,2706,12.98,2,2020-07-12 11:48:09.000,2212
32331618,15923048,282903,2473,43.99,1,2020-07-18 14:05:59.000,7971
32432618,14656287,202739,2385,23.99,1,2020-07-23 15:49:36.000,6009
32186683,15640289,296311,13211,9.99,1,2020-07-11 16:37:35.000,6210
32233648,14163025,203995,3037,34.99,1,2020-07-13 19:00:02.000,6348
32175573,14706931,208587,10870,1.79,1,2020-07-10 19:36:46.000,5657
32314448,15919339,264371,12450,3.98,1,2020-07-17 18:27:32.000,6187
32261928,15224111,202324,2171,32.51,1,2020-07-15 14:10:55.000,8624
32238193,14271648,202621,2320,11.99,3,2020-07-13 22:10:22.000,7749
32207388,15778753,208587,10870,3.99,2,2020-07-11 20:24:40.000,8299
32047808,15621490,204381,3237,13.36,1,2020-07-04 12:54:42.000,2152
32006398,12498249,230028,11938,3.99,5,2020-07-02 20:50:11.000,2298
32314953,14693171,288146,12549,4.99,1,2020-07-17 19:25:02.000,8201
32083158,15871867,268113,13813,2.99,6,2020-07-14 10:31:11.000,10533
32216478,15491410,264427,12450,2.49,1,2020-07-12 17:32:00.000,8260
32208398,15898013,214945,9443,12.99,1,2020-07-12 00:51:54.000,10452
32352323,15010149,216281,3102,15.99,4,2020-07-18 19:58:20.000,9510
32474533,14389297,232256,25000,24.99,2,2020-07-25 10:45:17.000,10452
32135173,15883171,245682,8101,4.29,1,2020-07-09 15:05:18.000,2097
32206378,15398608,205133,3704,10.99,1,2020-07-11 20:38:47.000,8254
32088713,14817532,202324,2171,26.99,2,2020-07-06 17:33:15.000,5115
32088208,15618606,207842,4815,9.99,1,2020-07-06 16:11:51.000,8410
32053868,14142859,204821,3508,13.39,1,2020-07-04 17:02:29.000,4783
32319498,15854487,204877,3543,11.99,1,2020-07-17 20:13:48.000,7644
32248293,15868661,239515,3229,11.99,1,2020-07-14 17:15:33.000,8276
32195268,15705516,303784,11596,19.99,1,2020-07-11 17:05:49.000,3332
32310913,14666635,211595,6319,49.99,1,2020-07-17 18:37:33.000,2227
32102348,15873551,219010,8439,7.69,1,2020-07-07 17:35:44.000,10471
32507358,15318375,219660,6910,3.99,1,2020-07-26 17:09:25.000,4823
32539173,15404509,202790,2424,32.99,1,2020-07-28 17:50:51.000,2151
32513923,15015341,205392,3865,33.49,1,2020-07-26 23:37:25.000,8260
32456858,14900495,293654,20763,10.99,1,2020-07-24 17:33:30.000,9101
32112953,15878718,202324,2171,30.90,1,2020-07-10 11:20:10.000,3513
32202843,14479921,211283,6222,17.99,1,2020-07-11 18:45:24.000,7821
32074068,14684264,202324,2171,31.49,2,2020-07-05 18:25:09.000,5075
32394743,15003719,207233,4705,12.99,1,2020-07-21 18:46:53.000,7205
32067503,15372784,204067,3084,39.99,1,2020-07-05 13:10:32.000,4902
32162443,15888337,221608,3739,11.99,1,2020-07-10 17:01:10.000,6754
32092248,13865791,203482,2780,7.99,1,2020-07-06 18:06:58.000,8421
32439183,14973865,207253,4721,43.99,1,2020-07-24 18:13:41.000,6067
32241223,15080250,285344,11665,17.99,1,2020-07-14 12:16:20.000,8012
32125578,15843259,210604,5925,14.99,1,2020-07-08 19:53:52.000,10452
32228598,15595405,203213,2617,29.99,1,2020-07-13 15:52:56.000,10654
32314448,15919339,206174,4274,2.49,1,2020-07-17 18:27:32.000,6187
32054878,15172793,204370,3232,1.78,1,2020-07-04 16:09:12.000,8654
32153353,15069252,203374,2706,14.99,1,2020-07-10 13:07:40.000,5075
32170523,14706277,290325,3899,17.99,2,2020-07-10 19:45:29.000,7994
32054878,15172793,219312,8509,8.59,1,2020-07-04 16:09:12.000,8654
32055383,15419903,235044,9593,12.99,1,2020-07-04 17:58:28.000,5411
32146788,13643379,289097,2274,25.99,1,2020-07-09 17:50:54.000,8299
32343233,13737853,207187,4690,17.00,1,2020-07-18 16:45:55.000,8941
32266473,15740729,203332,2676,12.99,4,2020-07-15 18:30:31.000,7567
32238698,15904723,219533,2040,21.99,1,2020-07-13 20:09:27.000,6897
32165978,15781431,288906,19344,12.99,1,2020-07-10 17:52:00.000,3459
32147798,15514999,223371,6343,0.92,4,2020-07-09 18:22:26.000,9746
32135173,15883171,204276,3184,8.99,2,2020-07-09 15:05:18.000,2097
32319498,15854487,295048,11845,12.99,1,2020-07-17 20:13:48.000,7644
32282633,12488401,259018,11596,9.99,2,2020-07-16 14:51:13.000,8763
32353838,15389759,258152,4351,27.99,2,2020-07-19 11:18:50.000,6130
32070533,15732455,202324,2171,19.00,1,2020-07-05 13:11:58.000,8941
32278088,14131368,206532,4429,36.99,1,2020-07-16 13:15:41.000,6005
32499783,15957786,305649,14929,38.99,1,2020-07-26 15:26:20.000,5552
32261423,14528008,246380,2780,11.99,2,2020-07-15 12:00:09.000,7204
32512913,10165289,221606,3107,20.99,2,2020-07-26 19:16:17.000,9605
32406358,15937140,202324,2171,39.99,2,2020-07-22 14:20:05.000,10355
32510893,13614246,208691,4750,71.00,1,2020-07-26 20:11:11.000,5090
32318993,14926654,207158,4674,27.99,1,2020-07-17 18:45:09.000,5229
32308388,15324096,222897,4705,13.24,2,2020-07-17 17:05:13.000,8699
32165978,15781431,297975,10439,2.59,1,2020-07-10 17:52:00.000,3459
32436658,15721093,260286,11596,9.99,3,2020-07-24 12:10:12.000,8940
32487663,15522998,211083,4170,26.49,1,2020-07-25 15:34:22.000,2278
32184158,14615046,303988,23455,27.99,1,2020-07-11 13:16:42.000,6067
31968523,15649525,214589,7030,11.98,2,2020-07-01 15:07:23.000,7874
32032153,14099302,207730,4872,31.57,1,2020-07-03 17:48:23.000,8493
31966503,10105169,222493,3616,12.59,2,2020-07-01 12:34:11.000,4689
32093258,13975061,294437,20974,15.99,1,2020-07-06 21:01:49.000,2182
32036698,14759967,207060,4622,9.99,2,2020-07-03 20:45:26.000,7554
32341213,15557340,203278,2642,11.99,1,2020-07-18 17:46:16.000,5749
32291723,13820491,202643,2332,26.99,1,2020-07-16 19:54:08.000,3454
32098813,15618085,202107,2055,6.99,1,2020-07-07 13:37:32.000,8010
32140223,14556837,303372,2642,9.99,1,2020-07-09 17:59:15.000,4905
32222538,15226209,203845,5732,219.99,1,2020-07-13 12:19:56.000,9452
32033668,15759517,218285,7672,30.31,1,2020-07-03 18:34:08.000,8664
32132648,15261031,203930,3007,17.99,1,2020-07-09 13:26:30.000,4783
32136183,14965722,210198,3512,13.99,2,2020-07-09 19:35:38.000,6707
32238698,15904723,220175,3557,19.99,1,2020-07-13 20:09:27.000,6897
32557858,14936711,202324,2171,18.89,1,2020-07-29 16:43:46.000,9092
32290208,12475876,207230,4707,15.95,1,2020-07-16 19:14:37.000,7584
